OTU.ID	Taxon	Confidence
ASV13570	Bacteria;Acidobacteria;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10	0.999999473
ASV13571	Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter	0.998967688
ASV13572	Bacteria;Acidobacteria;Subgroup 6	0.999999998
ASV13573	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;uncultured bacterium	0.909378772
ASV13574	Bacteria;Gemmatimonadetes;S0134 terrestrial group;uncultured Gemmatimonadetes bacterium;uncultured Gemmatimonadetes bacterium;uncultured Gemmatimonadetes bacterium;uncultured Gemmatimonadetes bacterium	0.977937045
ASV13575	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.876124868
ASV13576	Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium	0.898471092
ASV13577	Bacteria;Acidobacteria;Subgroup 6	0.999999993
ASV13578	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.742163305
ASV13579	Bacteria;Actinobacteria;Actinobacteria;Frankiales	0.979572559
ASV13580	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales	0.999996969
ASV13581	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0.970415804
ASV13582	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.779073183
ASV13583	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.995144738
ASV13584	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group	0.999999999
ASV13585	Bacteria;Armatimonadetes;uncultured;uncultured Firmicutes bacterium;uncultured Firmicutes bacterium;uncultured Firmicutes bacterium;uncultured Firmicutes bacterium	0.996955952
ASV13586	Bacteria;Cyanobacteria;Sericytochromatia	0.999758813
ASV13587	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured	0.999670306
ASV13588	Bacteria;Chloroflexi	0.839006942
ASV13589	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;TRA3-20	0.999188836
ASV13590	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.999999003
ASV13591	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;uncultured bacterium	0.992731687
ASV13592	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.938574545
ASV13593	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Microscillaceae;uncultured;Hymenobacter sp. 9PNM-21	0.999822087
ASV13594	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.932214187
ASV13595	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.73410885
ASV13596	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.788790713
ASV13597	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Gemmata	0.986999702
ASV13598	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.999847717
ASV13599	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae	0.999948954
ASV13600	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.999942628
ASV13601	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;uncultured;uncultured bacterium	0.852324395
ASV13602	Bacteria;Chloroflexi;Chloroflexia;Thermobaculales;Thermobaculaceae;Thermobaculum;uncultured bacterium	0.990618817
ASV13603	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured	0.738496682
ASV13604	Bacteria;Chloroflexi;TK10;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999248756
ASV13605	Bacteria;Actinobacteria;Acidimicrobiia;uncultured	0.817945281
ASV13606	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales	0.999997533
ASV13607	Bacteria;Acidobacteria;Subgroup 6	0.99999831
ASV13608	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14;uncultured bacterium;uncultured bacterium	0.912872659
ASV13609	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured bacterium	0.733588614
ASV13610	Bacteria;Actinobacteria;Acidimicrobiia;IMCC26256	0.999820025
ASV13611	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula	0.999999205
ASV13612	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula;uncultured Planctomycetales bacterium	0.793785129
ASV13613	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;uncultured	0.985906622
ASV13614	Bacteria;Actinobacteria;Acidimicrobiia;IMCC26256;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.964931712
ASV13615	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;uncultured bacterium	0.998695276
ASV13616	Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea	0.95350082
ASV13617	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);11-24	0.999999997
ASV13618	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured	0.999305734
ASV13619	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.931849214
ASV13620	Bacteria;FBP	1
ASV13621	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage	0.999669241
ASV13622	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter	0.999973693
ASV13623	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans	0.999904485
ASV13624	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.999992001
ASV13625	Bacteria;Bacteroidetes;Ignavibacteria;OPB56;uncultured Chlorobiales bacterium;uncultured Chlorobiales bacterium;uncultured Chlorobiales bacterium	0.896095708
ASV13626	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781	0.912209011
ASV13627	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter	0.998920777
ASV13628	Bacteria;Acidobacteria;Subgroup 11;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.995783448
ASV13629	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus	0.999930805
ASV13630	Bacteria;FBP;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.91466186
ASV13631	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter	0.994451665
ASV13632	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter	0.999999999
ASV13633	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae	1
ASV13634	Bacteria;Armatimonadetes;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.989025159
ASV13635	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.936769818
ASV13636	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured Isosphaera sp.	0.999878016
ASV13637	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae	0.999999087
ASV13638	Bacteria;Armatimonadetes;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.834654531
ASV13639	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;uncultured bacterium	0.875357308
ASV13640	Bacteria;Proteobacteria;Deltaproteobacteria;PB19;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.987062445
ASV13641	Bacteria;Armatimonadetes	0.86470765
ASV13642	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;metagenome	0.83732202
ASV13643	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium;uncultured bacterium	0.992960429
ASV13644	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	0.983068766
ASV13645	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;uncultured;uncultured soil bacterium	0.839389115
ASV13646	Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;Puniceispirillales Incertae Sedis;Constrictibacter;uncultured bacterium	0.942059022
ASV13647	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured planctomycete;uncultured planctomycete	0.950518009
ASV13648	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14;uncultured Rubrobacteraceae bacterium;uncultured Rubrobacteraceae bacterium	0.747886669
ASV13649	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;mle1-27;uncultured delta proteobacterium;uncultured delta proteobacterium	0.999886747
ASV13650	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.998420638
ASV13651	Bacteria;Chloroflexi;JG30-KF-CM66;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.987309036
ASV13652	Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;uncultured Thermomicrobia bacterium;uncultured Thermomicrobia bacterium	0.991184854
ASV13653	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter	0.954551213
ASV13654	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;SH-PL14	0.99999727
ASV13655	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium;uncultured bacterium	0.826698772
ASV13656	Bacteria;Acidobacteria;Subgroup 6	0.999999999
ASV13657	Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.742185117
ASV13658	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae	0.999959616
ASV13659	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium	0.804403893
ASV13660	Bacteria;Acidobacteria;Subgroup 6	1
ASV13661	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14	0.999982548
ASV13662	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;metagenome	0.804970881
ASV13663	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;uncultured Gemmatimonas sp.	0.722450215
ASV13664	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter	0.709957979
ASV13665	Bacteria;FBP;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.886628361
ASV13666	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14;uncultured bacterium;uncultured bacterium	0.825224907
ASV13667	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas	0.96709703
ASV13668	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;A21b;uncultured Rhodocyclaceae bacterium;uncultured Rhodocyclaceae bacterium	0.735312657
ASV13669	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured Planctomycetaceae bacterium	0.713322516
ASV13670	Bacteria;FBP;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.9992261
ASV13671	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium;uncultured bacterium	0.883674304
ASV13672	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;uncultured bacterium	0.998602711
ASV13673	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter	0.995838431
ASV13674	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured bacterium;uncultured bacterium	0.814671601
ASV13675	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa	0.846389859
ASV13676	Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;uncultured bacterium;uncultured bacterium	0.999970404
ASV13677	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.931882485
ASV13678	Bacteria;Chloroflexi;JG30-KF-CM66;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.943297921
ASV13679	Bacteria;Acidobacteria;Subgroup 6	1
ASV13680	Bacteria;Actinobacteria;MB-A2-108;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.99985384
ASV13681	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Anaeromyxobacter	0.999999995
ASV13682	Bacteria;Armatimonadetes;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.984530271
ASV13683	Bacteria;Chloroflexi;TK10;bacterium Ellin6543;bacterium Ellin6543;bacterium Ellin6543;bacterium Ellin6543	0.925119608
ASV13684	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes	0.969983856
ASV13685	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera	0.980754782
ASV13686	Bacteria;Chloroflexi;JG30-KF-CM66;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.946158881
ASV13687	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured bacterium	0.920544656
ASV13688	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;uncultured bacterium	0.796688476
ASV13689	Bacteria;FBP;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.961116327
ASV13690	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus;uncultured bacterium	0.997012006
ASV13691	Bacteria;Chloroflexi;Anaerolineae	0.999996285
ASV13692	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales	0.999999995
ASV13693	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;uncultured bacterium	0.941482925
ASV13694	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group	0.99999997
ASV13695	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;uncultured bacterium	0.911117362
ASV13696	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.88876704
ASV13697	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.804828665
ASV13698	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae	1
ASV13699	Bacteria;Acidobacteria;Holophagae;Subgroup 7;uncultured Acidobacteria bacterium;uncultured Acidobacteria bacterium;uncultured Acidobacteria bacterium	0.757097867
ASV13700	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula	0.999901254
ASV13701	Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured bacterium	0.905346138
ASV13702	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae	0.999701473
ASV13703	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	0.999885476
ASV13704	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.970434043
ASV13705	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured planctomycete;uncultured planctomycete	0.936622403
ASV13706	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Altererythrobacter	0.921796761
ASV13707	Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;Thermomicrobiaceae	0.746024936
ASV13708	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	0.999385316
ASV13709	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;uncultured bacterium	0.812880116
ASV13710	Bacteria;Acidobacteria;Subgroup 5	1
ASV13711	Bacteria;Armatimonadetes;uncultured;metagenome;metagenome;metagenome;metagenome	0.975244347
ASV13712	Bacteria;Armatimonadetes;uncultured;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.947385253
ASV13713	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;uncultured;uncultured planctomycete;uncultured planctomycete	0.947074939
ASV13714	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;VHS-B3-70;uncultured bacterium;uncultured bacterium	0.999999387
ASV13715	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured	0.999092119
ASV13716	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.797147853
ASV13717	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus;uncultured bacterium	0.994763285
ASV13718	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia;uncultured bacterium	0.79060324
ASV13719	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.860992079
ASV13720	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured	0.968187725
ASV13721	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium;uncultured bacterium	0.999730764
ASV13722	Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured	0.99999996
ASV13723	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;67-14;uncultured organism;uncultured organism	0.988142696
ASV13724	Bacteria;Chloroflexi;JG30-KF-CM66	0.983003714
ASV13725	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured	0.999661316
ASV13726	Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus Alysiosphaera;uncultured bacterium	0.999803557
ASV13727	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Nibrella;uncultured bacterium	0.869655503
ASV13728	Bacteria;Acidobacteria;Subgroup 5	1
ASV13729	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured bacterium;uncultured bacterium	0.904543179
ASV13730	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);11-24	0.999917397
ASV13731	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cytophagaceae;Sporocytophaga;uncultured bacterium	0.90958123
ASV13732	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter	0.999999781
ASV13733	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula	0.999999925
ASV13734	Bacteria;Chloroflexi;Ktedonobacteria;C0119;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.98968094
ASV13735	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Gemmata;metagenome	0.93365491
ASV13736	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0.997201561
ASV13737	Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Pyrinomonadales;Pyrinomonadaceae;RB41	0.999967039
ASV13738	Bacteria;Armatimonadetes;uncultured;uncultured Firmicutes bacterium;uncultured Firmicutes bacterium;uncultured Firmicutes bacterium;uncultured Firmicutes bacterium	0.974909246
ASV13739	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;Parviterribacter multiflagellatus	0.710943075
ASV13740	Bacteria;Chloroflexi;Ktedonobacteria;C0119;uncultured Chloroflexi bacterium;uncultured Chloroflexi bacterium;uncultured Chloroflexi bacterium	0.999992192
ASV13741	Bacteria;Chloroflexi;TK10;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.87785135
ASV13742	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa	0.711782617
ASV13743	Bacteria;Actinobacteria;Acidimicrobiia	0.999984662
ASV13744	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter	0.71903752
ASV13745	Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;uncultured Stella sp.;uncultured Stella sp.;uncultured Stella sp.	0.993757018
ASV13746	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;uncultured Prosthecobacter sp.;uncultured Prosthecobacter sp.	0.75187931
ASV13747	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;uncultured bacterium	0.97486242
ASV13748	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	0.999999001
ASV13749	Bacteria;Acidobacteria;Subgroup 6	0.999999306
ASV13750	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium;uncultured bacterium	0.978251051
ASV13751	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae	1
ASV13752	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;Gemmata	0.981078004
ASV13753	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;uncultured bacterium	0.998722269
ASV13754	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;Gemmatimonadetes bacterium LX87	0.999404859
ASV13755	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.866751143
ASV13756	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;bacterium Ellin506	0.735674673
ASV13757	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage;metagenome	0.852795687
ASV13758	Bacteria;Acidobacteria;Subgroup 6	1
ASV13759	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas	0.988503486
ASV13760	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella	0.967492298
ASV13761	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured bacterium;uncultured bacterium	0.707093302
ASV13762	Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;uncultured	0.999989824
ASV13763	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Noviherbaspirillum	0.723763287
ASV13764	Bacteria;Acidobacteria;Subgroup 6;uncultured Acidobacterium sp.;uncultured Acidobacterium sp.;uncultured Acidobacterium sp.;uncultured Acidobacterium sp.	0.715891678
ASV13765	Bacteria;Acidobacteria;Subgroup 6	0.999999999
ASV13766	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group;metagenome	0.900776995
ASV13767	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Nitrosomonadaceae;MND1	0.999999999
ASV13768	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;uncultured	0.748617297
ASV13769	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium;uncultured bacterium	0.901710796
ASV13770	Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes	0.863995571
ASV13771	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured	0.851654575
ASV13772	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae	0.999999998
ASV13773	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Craurococcus;uncultured bacterium	0.743418762
ASV13774	Bacteria;Planctomycetes;Planctomycetacia;Gemmatales;Gemmataceae;uncultured;uncultured bacterium	0.8281662
ASV13775	Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter	0.999990181
ASV13776	Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium;uncultured bacterium	0.997292954
ASV13777	Bacteria;Bacteroidetes;Ignavibacteria;OPB56;uncultured Chlorobiales bacterium;uncultured Chlorobiales bacterium;uncultured Chlorobiales bacterium	0.90463798
ASV13778	Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101 soil group;uncultured planctomycete;uncultured planctomycete	0.869908228
ASV13779	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	0.999999995
ASV13780	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;metagenome	0.72326019
ASV13781	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;uncultured bacterium	0.72550909
ASV13782	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	0.999998741
ASV13783	Bacteria;Chloroflexi;TK10;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium	0.999613463
ASV13784	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;uncultured bacterium	0.789396231
ASV13785	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium;uncultured bacterium	0.733573476
ASV13786	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	0.999998623
ASV13787	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;metagenome	0.721528073
ASV13788	Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium;uncultured bacterium	0.977983105
