OTU ID	N1.Rhizo	N10.Rhizo	N11.Rhizo	N12.Rhizo	N13.Rhizo	N14.Rhizo	N15.Rhizo	N16.Rhizo	N17.Rhizo	N18.Rhizo	N19.Rhizo	N2.Rhizo	N20.Rhizo	N21.Rhizo	N22.Rhizo	N23.Rhizo	N24.Rhizo	N25.Rhizo	N26.Rhizo	N27.Rhizo	N28.Rhizo	N29.Rhizo	N3.Rhizo	N30.Rhizo	N31.Rhizo	N32.Rhizo	N33.Rhizo	N34.Rhizo	N35.Rhizo	N36.Rhizo	N37.Rhizo	N38.Rhizo	N39.Rhizo	N4.Rhizo	N40.Rhizo	N41.Rhizo	N42.Rhizo	N43.Rhizo	N44.Rhizo	N45.Rhizo	N46.Rhizo	N47.Rhizo	N48.Rhizo	N49.Rhizo	N5.Rhizo	N50.Rhizo	N51.Rhizo	N52.Rhizo	N53.Rhizo	N54.Rhizo	N55.Rhizo	N56.Rhizo	N57.Rhizo	N58.Rhizo	N59.Rhizo	N6.Rhizo	N60.Rhizo	N61.Rhizo	N62.Rhizo	N63.Rhizo	N64.Rhizo	N65.Rhizo	N66.Rhizo	N67.Rhizo	N68.Rhizo	N7.Rhizo	N8.Rhizo	N9.Rhizo
ASV1641	1	0	0	0	6	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	2	10	0	0	0	6	6	0	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1	2	0	5
ASV1642	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1643	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
ASV1644	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	2	1	0	0	0	0	0
ASV1645	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1646	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	12	0	2	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	3	0	0	0	0	3	0	1	0	0	0	1
ASV1647	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1649	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV165	15	36	34	32	6	10	10	112	21	19	40	5	5	42	55	56	72	26	102	18	114	67	60	31	11	18	14	15	0	14	23	5	12	11	95	17	16	53	13	62	51	14	0	22	132	6	73	19	0	35	17	10	20	7	44	40	5	132	31	70	5	55	23	11	26	44	2	11
ASV1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV1651	0	4	0	0	3	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV1652	4	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	8	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	5	0	0	0
ASV1653	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9	0	1	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5
ASV1654	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1656	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	12	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1657	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	10	0	0	0	0	0	3	1	0	2	3
ASV1658	0	0	2	0	0	0	3	7	0	14	0	0	0	0	0	0	0	0	0	24	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV166	2	1	145	6	14	11	6	1	0	0	41	1	15	11	1	0	1	9	0	48	13	0	0	8	66	0	0	5	0	1	0	582	0	85	0	3	0	408	5	0	0	0	0	13	5	20	8	0	0	0	0	42	0	2	0	8	55	22	179	1	0	2	0	1	100	16	46	11
ASV1660	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1661	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV1662	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1663	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
ASV1664	0	0	0	0	0	0	7	0	3	5	0	0	7	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	4
ASV1665	1	2	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	1	2	0	0	0	1	0	0	2	12	0	0	0
ASV1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1667	0	0	0	0	4	0	7	4	0	8	0	1	0	0	0	0	0	0	1	4	0	1	0	0	0	4	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV1668	0	0	0	0	0	1	0	0	0	0	0	0	2	19	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1669	3	1	0	0	2	0	3	7	0	1	0	0	5	0	0	0	0	5	0	0	3	4	3	0	3	0	2	0	0	10	5	2	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	3	0	3	0	3	4	0	0	1	0	0	1	2	4	4	2	0	12
ASV167	9	8	11	246	4	0	0	0	242	3	5	0	51	411	0	0	22	52	0	12	0	0	1	6	7	1	56	94	11	38	1	44	0	125	62	25	21	49	36	49	12	0	0	156	21	16	1	0	5	16	0	13	1	0	103	0	8	2	10	2	12	0	50	9	51	0	2	48
ASV1670	0	2	0	0	1	8	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	13	0	3	1	0
ASV1671	14	15	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	1	0	1	1	0	0	3	28	0	0	0	0	0	0	4	0	0	0	0	0	4	0	3	2	7	14	0	0	0	0	0	0	0	7	0	0	0
ASV1672	9	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0
ASV1673	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	9	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV1674	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	1	0
ASV1675	0	2	5	2	0	0	11	3	0	0	7	0	0	2	0	3	1	0	6	4	0	2	6	2	0	0	0	0	0	1	6	1	0	2	0	0	0	1	0	1	0	0	0	0	8	0	3	0	0	0	0	0	3	0	0	8	0	0	0	0	0	2	0	3	3	2	2	9
ASV1676	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	3	0	1	0	5	0	5	2	0	0	4	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	5	4	0	0	0	12	0	0	0	0
ASV1677	0	0	6	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	1	1	0	3	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	8	0	0	3
ASV1678	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1679	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV168	46	3	3	18	0	0	0	0	1	0	3	0	0	7	0	0	0	427	0	0	26	1	0	0	0	0	0	0	0	2	0	2	0	93	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	8	0	15	3	1590	54
ASV1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1681	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	26	0	0
ASV1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	8	0	2	0	0	0	0	0	0	0	2	0
ASV1683	0	0	0	0	0	4	0	0	1	0	0	0	0	2	17	2	0	0	0	1	0	0	0	6	0	0	2	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV1684	0	0	19	0	10	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1685	3	0	3	1	0	0	1	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	12	5	0	0	0	0	0	0	0	0	0	8	0
ASV1686	0	3	0	3	0	0	7	0	2	4	1	2	4	9	0	3	0	0	8	4	0	4	1	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5	3	0	0	1	0	0	0	0	0	0	5	0
ASV1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1688	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	13	4	0	2	0	0	0	0	0	0	0	3	0
ASV169	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	96	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1934	18	0	3	0	0	0	0	0	0	0	0
ASV1690	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV1691	1	5	1	0	3	0	1	0	2	1	0	1	0	2	0	1	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	3	1	0	0	2	0	0	1	0	3	5	0	1	0	0	0	0	0	0	1	2	0
ASV1692	0	0	0	5	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	11	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0
ASV1693	1	1	0	0	0	0	3	0	0	0	4	1	0	1	1	2	0	1	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	5	1	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	5	0	1	1	1	0	2	7	0	2	0	0
ASV1694	0	2	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3
ASV1695	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	1	0	0	0	5	0	0	4	3
ASV1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1697	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	8	0	0	0
ASV1698	0	0	0	0	0	0	0	0	2	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0
ASV1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
ASV17	44	112	6	13	256	34	72	6781	59	346	92	5	18	2	6	27	24	8	589	41	35	621	490	307	3642	78	131	1	405	324	198	2	3	1266	149	219	166	1186	86	54	200	482	396	4	177	67	53	11	27	3	6	15	26	83	3	28	16	88	1482	283	27	212	19	163	175	40	2	387
ASV170	0	0	0	0	6	0	1836	0	0	1	0	1	0	19	0	0	0	2	0	7	0	0	5	0	0	0	7	0	0	0	0	125	0	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0	1	0	0	0	255	1	0	0	0	0	0	0	2	23	0	0	0	0	0	0
ASV1700	18	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ASV1701	0	1	0	0	0	3	0	0	0	0	0	0	22	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	1	3	0	0	0	1	0	7	0	0	0	0	0	0	3	0	0	0	0
ASV1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1703	0	0	0	3	0	1	0	0	2	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	6	0	0	4
ASV1704	3	0	0	0	5	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	3	0	0	0	5	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	6	2	0	0	1
ASV1705	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	12	0	0	0	0	7	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1706	2	9	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	10	0	0	0	0	2	0	0	0	9	0	0	1	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1707	0	0	0	0	1	0	1	0	1	1	1	0	0	2	0	0	0	0	3	2	0	1	1	3	0	0	0	0	0	5	0	0	0	0	1	2	0	2	0	6	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	6	0	0	0	1	0	0	8	3	0	2
ASV1708	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	2	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV1709	2	1	4	2	3	1	1	3	1	1	1	0	2	2	2	2	1	2	0	1	0	2	2	0	3	1	3	0	3	1	3	5	1	1	2	2	3	7	2	6	2	0	0	3	3	3	0	1	0	5	0	0	0	1	7	3	3	3	1	1	0	1	0	3	4	3	0	1
ASV171	0	0	0	0	0	0	0	0	0	0	0	0	1611	0	0	0	0	1	0	0	0	0	42	0	17	0	0	0	21	0	0	265	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	27	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	1	7	0	0
ASV1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1712	0	4	0	0	0	2	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	15	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV1713	0	0	0	0	0	1	0	0	0	0	0	0	3	8	0	0	0	0	0	13	0	3	0	0	0	1	0	7	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2
ASV1714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1717	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	0	0	0	0	0	0	0	0
ASV1718	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	5	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1719	4	0	2	0	0	2	4	0	0	0	0	0	20	5	0	0	0	0	2	1	1	3	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	2	2	5	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0
ASV172	0	33	0	0	22	26	0	0	0	0	0	0	680	3	0	0	2	0	0	0	0	0	0	0	0	0	0	708	37	30	24	23	0	2	16	0	0	0	33	0	0	1	12	3	0	55	0	0	8	3	0	0	14	16	1	0	0	0	0	0	0	0	0	18	0	1	2	0
ASV1720	0	0	0	0	0	0	15	0	1	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	15	1	0	0	0	0	0	0	0	0	0	1	0
ASV1721	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ASV1722	0	2	0	0	0	2	5	0	0	0	0	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	3	0	0	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	2	0	3	3	0
ASV1723	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	16	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0	0
ASV1724	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
ASV1725	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1726	0	2	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
