OTU ID	N1.Rhizo	N10.Rhizo	N11.Rhizo	N12.Rhizo	N13.Rhizo	N14.Rhizo	N15.Rhizo	N16.Rhizo	N17.Rhizo	N18.Rhizo	N19.Rhizo	N2.Rhizo	N20.Rhizo	N21.Rhizo	N22.Rhizo	N23.Rhizo	N24.Rhizo	N25.Rhizo	N26.Rhizo	N27.Rhizo	N28.Rhizo	N29.Rhizo	N3.Rhizo	N30.Rhizo	N31.Rhizo	N32.Rhizo	N33.Rhizo	N34.Rhizo	N35.Rhizo	N36.Rhizo	N37.Rhizo	N38.Rhizo	N39.Rhizo	N4.Rhizo	N40.Rhizo	N41.Rhizo	N42.Rhizo	N43.Rhizo	N44.Rhizo	N45.Rhizo	N46.Rhizo	N47.Rhizo	N48.Rhizo	N49.Rhizo	N5.Rhizo	N50.Rhizo	N51.Rhizo	N52.Rhizo	N53.Rhizo	N54.Rhizo	N55.Rhizo	N56.Rhizo	N57.Rhizo	N58.Rhizo	N59.Rhizo	N6.Rhizo	N60.Rhizo	N61.Rhizo	N62.Rhizo	N63.Rhizo	N64.Rhizo	N65.Rhizo	N66.Rhizo	N67.Rhizo	N68.Rhizo	N7.Rhizo	N8.Rhizo	N9.Rhizo
ASV685	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	171	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV686	0	0	1	0	0	0	0	0	0	0	10	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV687	0	70	0	8	0	21	82	0	0	1	3	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	14	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7	0	1	0	0	0	0	0	0	0	5	12	0
ASV688	8	5	0	0	1	3	0	0	0	2	1	0	0	4	0	0	0	2	0	2	6	53	4	8	0	0	1	1	0	8	51	1	7	0	6	13	1	1	5	0	0	0	0	3	6	0	2	0	5	12	0	0	0	5	1	2	0	3	3	0	3	15	0	6	1	4	0	1
ASV689	1	6	0	16	0	0	13	0	3	0	0	0	0	3	0	2	6	0	3	0	0	0	0	11	0	0	1	0	4	24	0	0	9	0	1	0	0	2	7	28	0	37	0	0	11	1	0	0	1	1	9	0	0	0	1	0	6	25	0	3	0	0	4	13	8	2	9	7
ASV69	8	18	53	1	3	16	607	987	2	280	122	142	37	30	5	299	28	90	229	92	15	8	2	34	2	56	6	84	21	1	84	3	187	440	1	1	114	91	365	78	176	5	2	4	776	65	204	23	0	8	163	25	0	127	0	0	93	801	108	179	16	185	25	4	7	104	37	2
ASV690	0	0	0	0	5	0	23	1	0	0	0	3	1	0	6	0	0	3	3	1	6	3	0	0	1	0	1	0	1	0	3	1	0	4	5	0	7	1	2	2	0	6	6	0	0	13	0	0	0	12	0	1	0	2	0	0	0	10	1	100	2	0	2	0	1	0	0	4
ASV691	0	0	0	0	7	0	0	1	0	0	0	0	0	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	129	0	0	0	0	1	0	9	0	0	0	0	0	0	6	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV692	3	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0	9	0	0	0	0	0	157	0	28	2	0	0	0	0	0	3	0	0	0	0	0	10	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV693	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	268	0	0	15
ASV694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV695	0	0	0	0	6	0	0	0	0	0	0	0	0	8	0	4	0	0	0	5	0	78	0	2	0	0	8	0	1	0	74	0	0	0	0	0	0	0	0	0	44	6	0	69	0	8	24	0	5	0	0	0	0	0	9	0	0	0	0	3	21	0	0	0	0	24	0	3
ASV696	0	0	0	1	7	0	0	0	25	0	0	0	0	0	0	0	0	100	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	0	1	0	0	0	0	4	0	0	0	3	0	0	0	2	0	7	4	0	1	0	0	0	0	0	35	0	0	0
ASV697	2	38	0	0	0	36	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	123	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0
ASV698	0	0	1	0	0	0	0	10	0	0	0	1	137	37	0	0	1	0	2	0	0	0	1	0	3	0	0	0	0	2	0	0	0	21	0	0	59	1	2	15	0	0	0	0	0	4	0	0	0	0	0	2	0	5	22	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV699	0	0	0	0	0	0	30	78	8	7	0	8	0	0	6	6	0	1	33	5	0	0	0	0	27	0	0	0	0	10	8	20	0	0	0	0	0	4	0	8	14	8	0	0	1	13	0	0	0	0	0	0	11	0	0	0	0	0	0	70	3	0	1	0	89	0	0	14
ASV7	374	315	2411	349	1310	329	322	487	164	104	367	126	2065	514	68	2608	80	1077	167	104	489	833	168	132	562	390	161	540	330	475	765	985	8	505	322	57	30	1596	111	154	46	97	4	480	286	739	259	7	1655	80	199	202	285	1114	982	1126	955	244	887	289	42	20	531	252	671	365	382	797
ASV70	0	86	52	0	33	48	1	15	0	1	0	9	721	682	0	0	148	0	0	0	0	8	1	0	33	9	12	608	57	24	201	164	44	1679	5	0	7	26	99	1	0	126	8	62	12	60	0	10	100	179	26	0	317	18	441	22	12	16	9	4	1	0	22	42	0	62	17	5
ASV700	0	0	0	1	0	0	0	0	0	237	0	0	0	0	0	0	0	1	0	12	0	0	5	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV701	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV702	0	0	0	25	0	11	0	6	61	0	0	0	0	0	8	0	0	0	0	0	2	1	15	45	1	0	0	0	0	0	53	0	24	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	6	0	0	0	31	0	62	8	13	76
ASV703	2	27	0	14	0	45	0	0	0	0	7	12	0	23	0	0	3	9	0	0	45	0	0	0	0	3	4	0	0	0	1	0	0	25	16	0	1	0	0	0	0	0	0	0	39	3	0	0	5	0	7	7	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV704	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	37	0	0	56	0	0	1	0	0	0	12	0	0	0	0	0	86	0	0	0	12	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	3	0
ASV705	0	3	0	11	0	13	16	0	0	8	0	0	2	5	1	3	1	2	0	11	30	7	45	1	0	0	0	0	1	7	1	2	1	3	0	8	0	0	3	19	0	8	0	1	0	1	3	3	3	1	0	2	3	0	0	37	17	0	0	0	0	3	0	0	0	16	0	1
ASV706	16	10	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	10	12	0	0	2	0	5	0	0	0	4	13	0	0	34	0	0	0	0	12	0	0	0	0	0	0	0	9	3	0	0	0	14	0	0	3	0	0	0	0	0	70	6	2
ASV707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	197	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	17	36	0	0	0	0	0	0	0	0
ASV709	3	1	0	0	5	0	0	0	9	0	10	0	14	34	3	0	0	4	14	0	137	0	2	3	0	0	0	0	0	0	11	0	13	11	3	0	3	0	5	21	1	1	0	3	0	26	0	13	60	23	0	1	0	1	10	0	12	70	0	6	0	9	3	100	13	8	4	0
ASV71	59	15	57	68	70	65	128	10	33	37	13	38	152	138	0	8	108	22	29	20	167	81	22	18	75	13	122	12	280	13	56	46	11	40	55	49	112	82	330	77	4	53	0	791	130	49	9	14	63	17	8	62	600	31	235	214	4	25	25	36	10	16	31	10	19	32	21	9
ASV710	0	0	0	0	0	0	0	3	0	0	2	0	3	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	24	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	3	173	1	0	1	0
ASV711	5	0	56	0	0	0	0	0	0	0	4	0	3	0	0	6	0	23	0	18	145	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	236	0	0	0	0
ASV712	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	188	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV713	2	1	2	25	2	19	29	1	0	0	0	8	1	0	0	0	1	6	0	0	21	6	0	0	2	0	1	0	0	1	1	9	0	3	1	0	0	33	1	0	0	2	0	0	70	1	0	0	1	0	1	1	10	2	0	1	2	0	9	2	0	0	1	0	0	1	1	3
ASV714	0	2	1	1	0	0	20	0	14	0	0	0	1	5	0	0	0	0	1	7	3	59	1	0	3	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	16	1	2	0	1	0	0	0	9	0	2	0	0	1	0	0	0	0	0	4	49	0	0	0	3	0	0
ASV715	0	0	0	4	5	14	2	5	0	15	0	2	0	4	13	0	8	7	0	5	2	3	1	0	4	10	4	0	1	10	0	1	4	4	2	2	0	3	3	7	1	0	0	6	0	0	0	1	0	2	0	1	4	0	0	19	0	3	2	0	0	10	0	3	0	2	0	18
ASV716	2	72	0	3	0	1	6	0	0	4	0	0	0	0	0	0	1	0	0	2	21	1	14	0	6	0	2	0	0	0	0	0	0	0	3	0	0	1	10	0	0	0	0	7	0	0	0	0	0	0	0	3	91	0	0	12	10	0	0	7	0	0	0	8	2	9	11	15
ASV717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV718	0	0	0	51	0	0	0	3	0	11	0	0	1	0	1	28	1	1	1	0	0	13	0	3	0	0	0	1	0	1	0	1	0	0	2	0	0	4	1	0	0	4	1	0	0	0	7	0	0	0	93	1	2	3	0	0	0	0	18	4	1	0	0	0	4	3	27	1
ASV719	9	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	13	0	18	0	0	7	0	0	63	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	12	0	0	0	0	4	2	0	0	1	0	31	22	0	4
ASV72	20	61	78	184	224	66	20	2	282	49	77	26	97	89	11	2	32	20	2	18	8	7	34	21	14	13	71	603	36	12	4	20	102	191	41	10	30	15	119	28	0	75	0	1162	30	23	2	9	30	20	291	24	24	133	860	148	120	167	12	12	0	2	182	33	10	12	102	29
ASV720	1	18	0	1	0	1	8	1	0	0	0	3	27	0	2	0	28	0	0	0	53	0	0	0	0	0	0	1	0	0	5	0	0	0	3	0	0	0	1	5	0	6	0	0	6	5	0	0	2	43	0	10	0	1	0	0	5	0	0	0	0	0	0	2	0	0	6	0
ASV721	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	204	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	1	0	0	0	40	0	0	2	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
ASV723	5	3	0	5	5	0	0	0	1	1	0	0	5	0	0	0	0	1	1	0	3	0	15	21	0	0	0	35	21	0	10	0	0	0	0	14	0	1	0	12	0	0	0	0	0	3	0	0	0	0	3	40	0	25	0	0	2	0	0	0	1	0	0	0	11	0	0	2
ASV724	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	3	0	0	31	0	13	0	2	2	7	0	1	0	0	65	3	0	0	0	2	14	0	0	0	0	6	13	0	0	18	0	32	11	0	0	0	0	0	17	0	0	0
ASV725	0	0	0	2	1	3	1	0	0	0	0	0	130	8	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	32	2	0	0	0	6	0	0	8	0	10	0	5	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
ASV726	0	0	0	0	0	88	0	0	0	4	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	61	0	0	0	0	2	1	0	0	0	0	0	118	6	2	0	3	0	3	0	0	1	0	0	0	8	0	1	1	0
ASV727	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	11	0	0	5	1	0	0	0	7	0	0	0	9	0	7	81	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	4	0	15	32	0	21
ASV728	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1
ASV729	3	0	0	15	0	0	2	0	0	0	0	0	3	0	0	4	0	0	0	0	17	2	5	0	26	0	0	0	0	10	0	50	0	0	0	0	0	32	1	0	0	6	0	0	0	0	0	0	14	0	0	0	15	0	0	0	4	2	31	0	0	0	0	0	0	3	0	0
ASV73	43	10	2	13	27	27	20	3	35	465	78	9	17	34	0	2	12	19	42	141	65	17	18	63	20	17	37	9	18	277	10	100	109	8	14	263	0	143	66	9	13	26	73	26	6	58	1	0	30	1807	8	92	49	5	25	142	114	86	146	16	32	118	7	27	22	31	30	24
ASV730	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV731	41	0	0	0	0	0	0	0	0	15	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	25	26	5	0	3	0	0	0	0	1	14
ASV732	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV733	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	24	2	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	55	0	0	0	0	0	0	2	0	0	0	0	0	32	0	4	10	0	26	0	0	0	2	0
ASV734	0	0	9	3	9	10	6	30	9	14	8	5	0	12	2	5	1	8	4	0	8	32	5	9	0	3	2	3	1	0	5	0	3	5	8	7	7	0	13	21	4	0	0	0	10	11	0	0	0	0	5	0	0	0	0	0	7	8	0	0	0	0	3	3	2	0	4	4
ASV735	3	3	0	11	0	1	5	0	3	0	0	0	3	1	12	5	17	4	0	0	0	0	0	0	2	5	0	0	0	3	1	0	0	19	32	0	0	9	0	102	0	9	0	0	0	0	0	0	0	0	0	0	2	1	2	8	50	3	5	0	0	0	5	0	0	0	1	17
ASV736	0	0	0	0	0	0	0	11	0	0	0	0	5	33	1	0	0	1	19	0	3	0	0	33	0	0	0	0	0	18	8	3	3	13	3	5	49	0	0	15	12	0	0	0	0	8	8	0	18	1	0	0	1	0	12	0	0	55	1	10	3	0	3	3	26	2	2	0
ASV737	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0
ASV738	0	0	0	0	0	0	105	0	0	0	0	0	1	3	0	0	0	0	0	6	0	0	1	0	0	0	8	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV739	3	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	17	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	136	0	0	0	0	0	0	0	19	0	0	0	9
ASV74	158	1	3	2	82	11	15	33	1	2	465	15	2	253	56	0	8	587	0	86	139	0	16	22	11	757	11	2	206	3	18	0	68	85	1	4	236	18	11	221	10	0	8	190	1	14	8	44	284	294	29	4	2	27	566	4	0	972	12	2	8	2	69	39	0	24	11	0
ASV740	1	0	0	3	30	0	17	0	5	3	0	0	67	6	0	0	0	0	0	1	3	0	1	0	0	0	3	0	37	0	0	0	0	0	0	0	0	6	7	0	0	0	0	7	4	2	0	0	0	0	0	27	8	0	0	0	0	0	4	0	0	0	0	0	11	0	0	0
ASV741	1	0	0	2	1	31	0	0	4	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	5	0	0	10	0	4	11	0	0	0	0	12	12	28	1	2	0	0	0	3	0	0	2	0	0	6	7	0	0	47	0	5	1	0	0	0	9	0	0	3	0	0
ASV742	0	0	0	0	7	0	2	0	0	0	0	1	68	9	0	0	0	0	0	0	3	26	0	0	36	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	24	0	0	0	3	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	16
ASV743	0	0	0	1	18	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	77	9	0	1	26	0	0	1	0	0	0	54	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	0	25	0
ASV744	0	0	0	0	0	0	3	0	0	6	0	0	0	0	9	0	58	0	0	1	22	0	0	0	14	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	2	0	1	10	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0
ASV745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0
ASV746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	0	56	0	14	0	0	1	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	50	29	0	20	0	0	0	1	0
ASV747	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	191	0	0
ASV748	0	0	0	0	0	0	0	0	0	0	0	2	75	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV749	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	94	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	83	29	121	0	0	0	0	0	0	0	0	0	0
ASV75	108	7	1	6	12	1	10	59	0	19	9	0	0	3	2690	18	31	8	4	33	17	830	3	17	5	18	7	2	0	41	117	6	17	4	0	256	0	12	7	36	4	6	0	8	22	7	148	25	1	166	2	120	12	1	11	31	0	5	15	3	25	381	0	49	10	26	6	17
ASV750	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	19	0	0	0	0	0	0	0	11	3	1	11	0	0	0	0	1	0	0	0	1	5	0	163
ASV751	2	12	9	9	11	10	11	7	5	7	6	0	17	9	6	4	1	11	1	8	11	12	10	2	7	6	8	10	4	16	12	13	5	7	13	9	3	19	3	8	5	5	1	8	14	4	5	1	10	3	4	6	4	1	17	13	8	12	7	12	3	3	5	8	11	12	9	11
ASV752	12	7	4	15	7	7	16	10	13	10	6	2	16	10	5	3	4	16	4	6	4	6	8	13	9	5	8	8	3	9	12	4	4	10	2	6	3	26	8	4	4	2	0	13	12	13	7	6	11	6	8	4	7	6	10	13	12	15	8	6	3	6	6	8	9	3	9	16
ASV753	10	0	0	0	45	0	8	11	0	0	0	0	0	46	0	2	0	0	0	17	11	269	0	0	0	0	0	0	0	0	0	2	0	1	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0
ASV754	3	1	2	11	1	0	4	5	1	7	4	0	0	4	9	1	0	11	3	10	9	0	9	7	6	2	3	0	0	3	1	10	37	4	5	9	4	4	0	11	1	22	7	8	24	0	4	0	3	22	2	2	16	0	3	2	1	12	3	4	7	0	1	15	2	14	1	2
ASV755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	226	0	0	13
ASV756	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
ASV757	5	2	0	0	8	11	0	0	1	0	4	0	8	24	0	12	0	0	0	0	0	0	0	0	0	0	6	2	7	5	7	0	0	14	0	1	15	0	14	0	0	0	0	0	0	0	4	24	39	0	4	0	0	3	26	0	23	36	0	6	3	0	3	4	0	0	56	0
ASV758	0	0	0	0	2	0	11	81	72	15	1	0	0	0	0	3	0	8	0	6	0	0	7	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	12	14	0	0	0	0	0	1	0	0	0	0	7	2	9	0	2	1	0	2	0	0	4	0	0	8	0	4	0
ASV759	0	0	0	0	0	21	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	2	4	0	0	42	3	39	0	17	1	11	0	0	0	0	34	0	0	0	6	8	2	0	0	1	1	0	0	0	2	0	1	0	0	3	0	0	14	0	0	0	0	0	0
ASV76	258	51	12	47	374	105	46	97	76	59	36	21	418	214	59	33	11	58	39	103	43	59	69	74	204	14	109	100	50	59	276	73	1	79	117	61	32	69	201	28	10	91	25	52	95	141	21	6	135	22	39	116	198	126	139	74	88	109	128	52	36	14	29	21	147	109	20	31
ASV760	0	0	1	0	1	0	0	7	8	9	0	0	7	17	0	4	1	1	0	0	14	2	4	1	1	0	11	0	0	1	0	50	0	0	0	1	0	6	1	0	0	5	0	2	0	4	0	0	1	0	0	1	1	1	1	0	2	2	0	1	0	0	0	2	1	34	0	0
ASV761	0	0	11	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	8	0	0	0	0	0	1	0	0	0	0	0	84	0	4	0	0	3	0	0	0	5	0	0	0	0	17	1	0	0	159
ASV762	2	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	101	0	102	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
ASV763	0	2	0	59	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV764	42	0	0	0	2	2	0	4	0	11	0	0	2	0	7	27	0	1	0	0	0	0	0	7	1	1	0	22	1	4	0	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	10	0	2	0	0	0	0	0	0	0	0	0	0	92	0	0	86
ASV765	0	0	0	0	3	4	27	26	2	6	4	3	3	9	0	4	0	2	3	0	0	0	3	1	93	0	2	0	0	0	3	0	0	0	4	0	0	0	3	0	0	4	23	3	1	3	3	0	2	0	0	0	2	2	0	5	0	0	0	0	0	0	0	0	1	0	3	22
ASV766	11	2	15	3	13	7	11	0	14	0	5	0	7	10	3	0	9	3	1	0	32	2	0	3	0	0	0	3	1	2	2	1	0	34	4	15	0	0	9	29	0	1	0	6	1	8	1	0	9	14	3	16	0	4	43	38	8	31	2	5	3	0	14	0	23	17	0	31
ASV767	0	0	1	0	0	0	4	0	0	0	0	0	0	0	16	0	15	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV768	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	3	0	0	0	0
ASV769	0	10	0	0	74	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	11	0	0	0	122	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
