OTU.ID	N1.Rhizo	N10.Rhizo	N11.Rhizo	N12.Rhizo	N13.Rhizo	N14.Rhizo	N15.Rhizo	N16.Rhizo	N17.Rhizo	N18.Rhizo	N19.Rhizo	N2.Rhizo	N20.Rhizo	N21.Rhizo	N22.Rhizo	N23.Rhizo	N24.Rhizo	N25.Rhizo	N26.Rhizo	N27.Rhizo	N28.Rhizo	N29.Rhizo	N3.Rhizo	N30.Rhizo	N31.Rhizo	N32.Rhizo	N33.Rhizo	N34.Rhizo	N35.Rhizo	N36.Rhizo	N37.Rhizo	N38.Rhizo	N39.Rhizo	N4.Rhizo	N40.Rhizo	N41.Rhizo	N42.Rhizo	N43.Rhizo	N44.Rhizo	N45.Rhizo	N46.Rhizo	N47.Rhizo	N48.Rhizo	N49.Rhizo	N5.Rhizo	N50.Rhizo	N51.Rhizo	N52.Rhizo	N53.Rhizo	N54.Rhizo	N55.Rhizo	N56.Rhizo	N57.Rhizo	N58.Rhizo	N59.Rhizo	N6.Rhizo	N60.Rhizo	N61.Rhizo	N62.Rhizo	N63.Rhizo	N64.Rhizo	N65.Rhizo	N66.Rhizo	N67.Rhizo	N68.Rhizo	N7.Rhizo	N8.Rhizo	N9.Rhizo
ASV10073	0	0	1	0	0	0	1	1	0	3	0	2	0	0	2	2	0	2	0	1	0	0	1	0	1	0	0	1	0	0	1	0	8	0	0	0	0	2	0	1	2	1	2	0	0	1	2	0	0	0	0	0	1	0	0	0	2	0	1	3	2	0	1	0	2	0	0	1
ASV10074	0	1	1	4	0	2	1	0	0	0	2	0	2	0	2	0	1	0	3	2	5	3	0	0	0	0	0	1	1	5	4	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	1	3	1	0	0	0	0	3	5	0	0	0	0	1
ASV10075	0	2	1	0	0	0	1	1	0	1	1	2	1	1	0	0	0	2	0	1	0	0	0	2	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	3	4	0	2	0	0	0	0	0	2	1	0	1	2	0	1	2	0	0	0	0	0	3	0	0
ASV10076	1	1	2	1	1	1	2	0	0	0	0	0	0	0	3	1	0	1	0	6	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	4	2	1	0	2	3	1	1	2	2	1	0	5	0	0	0	0	3	0	0	3	0	1	0	1	0	4	1	0	0	0	0	2
ASV10077	0	0	1	1	4	0	1	0	3	0	1	3	2	1	4	0	0	0	0	1	1	1	0	0	0	1	0	0	4	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	2	3	0	1	1	0	0	2	1	1	1	1	1	0	1	1	1	0	2	0	0	0	1	0
ASV10078	0	2	3	2	0	2	1	2	1	0	0	1	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	3	1	1	0	0	1	1	3	0	0	0	0	0	0	0	1	5	1	4	1	3	0	1	3	1	0	1	0	0	6
ASV10079	0	1	1	1	2	1	1	1	0	1	0	0	0	1	1	0	0	0	2	2	1	2	1	1	4	0	2	1	2	0	0	1	0	1	0	0	1	2	1	0	3	1	0	1	1	0	0	5	0	3	0	0	0	1	2	2	0	1	1	0	2	3	0	0	0	0	0	2
ASV1008	9	5	5	7	7	6	7	4	7	9	13	16	12	8	13	6	1	13	12	17	9	7	6	9	5	19	7	5	19	10	9	11	14	9	3	25	24	2	13	7	29	9	43	9	6	15	39	51	23	23	0	10	7	12	10	6	13	6	5	11	9	19	8	26	14	8	9	6
ASV10080	0	0	0	0	5	0	1	1	0	2	0	0	0	0	3	1	0	1	3	2	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	2	0	0	1	0	0	4	4	2	4	0	0	0	0	1	0	1	4	1	0	0	2	1	0	6	0	0	1	0
ASV10081	0	1	1	2	1	0	3	0	2	0	1	1	4	1	2	1	1	1	4	0	3	1	0	1	1	0	0	0	0	1	1	2	1	1	0	0	2	0	2	0	0	2	0	1	0	3	2	0	1	0	0	0	0	1	2	1	1	0	1	1	1	0	1	0	0	0	0	3
ASV10082	0	0	1	0	2	1	0	0	1	0	2	6	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	1	0	1	0	3	0	0	0	0	2	0	1	0	2	0	0	5	2	0	2	0	4	2	0	3	0	0	2	0	0	0	1	1	0	2	1
ASV10083	0	1	2	2	3	2	0	0	1	0	3	2	1	1	4	0	0	1	1	4	0	5	0	0	0	0	2	1	1	0	2	2	1	1	0	1	0	0	0	1	0	1	1	3	1	0	1	0	0	0	0	0	0	5	0	2	0	0	3	0	0	0	1	2	1	2	1	1
ASV10084	1	0	1	0	0	0	0	1	0	0	3	0	0	0	1	0	1	1	0	0	0	1	0	0	4	1	1	1	0	1	1	0	3	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	2	3	0	0	2	0	1	0	0	0	0	0	0	0	2	1	2	0	0	2
ASV10085	0	2	0	1	0	1	1	0	2	3	0	2	0	0	4	0	1	5	2	0	1	1	0	0	2	0	0	0	1	0	0	0	0	1	0	1	2	0	2	4	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1	0	2	1	1	0	1	0	1	0	0
ASV10086	1	0	0	1	0	1	0	0	2	0	0	2	1	0	1	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	2	0	2	6	3	0	2	0	2	0	1	2	0	2	3	0	0	0	1	2	0	0	2
ASV10087	2	0	0	1	0	0	2	0	2	0	2	1	0	0	0	0	0	0	2	2	1	2	1	2	1	0	1	0	1	1	0	1	0	1	4	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	3	0	0	0	0	0	1	3	0	0	0	0	0	2
ASV10088	0	0	1	0	1	1	0	3	3	2	1	0	1	2	0	0	0	0	3	1	0	0	0	2	1	1	3	3	2	1	1	0	2	4	0	1	5	2	2	1	2	0	2	2	0	2	1	1	3	1	0	1	4	0	1	0	1	1	1	1	0	0	3	4	5	0	2	2
ASV10089	2	0	2	0	3	4	0	0	0	0	1	0	3	2	1	1	0	3	0	0	2	0	0	1	3	0	1	1	1	1	3	0	2	3	1	0	2	0	0	1	0	1	0	4	0	1	0	1	6	4	0	2	0	1	0	0	2	0	1	0	0	0	4	0	0	0	2	1
ASV1009	9	39	10	2	9	9	4	18	7	7	11	13	9	15	14	10	5	18	16	7	9	8	7	7	1	12	11	4	7	3	12	7	10	10	4	5	19	4	8	25	18	3	10	9	13	12	12	61	10	24	0	9	15	9	6	5	5	20	12	14	6	13	9	12	6	10	5	4
ASV10090	3	0	0	0	0	0	0	0	1	0	2	0	2	1	0	0	0	0	0	0	2	0	0	2	0	1	0	2	0	0	2	0	0	3	1	1	3	1	1	0	0	0	1	1	0	1	2	3	4	2	0	1	1	3	7	0	0	0	0	0	0	0	0	2	3	0	0	1
ASV10091	0	0	3	1	1	0	2	0	2	0	1	1	0	0	1	0	1	2	1	2	1	4	0	0	4	0	1	1	0	1	0	1	2	0	0	3	2	2	0	1	0	1	1	0	3	0	0	2	2	0	0	0	0	2	0	4	0	1	0	0	4	1	1	0	0	0	1	0
ASV10092	0	3	2	0	2	5	1	1	2	0	3	0	1	0	1	0	0	3	0	1	0	1	0	3	0	2	1	1	1	2	0	0	0	1	1	0	0	0	1	2	5	0	0	0	2	1	1	0	0	0	0	1	2	1	0	1	1	1	0	1	1	0	1	3	0	0	0	0
ASV10093	0	2	0	1	2	0	1	1	1	0	1	1	0	1	0	0	2	0	1	0	2	2	0	1	0	0	1	1	2	1	1	1	1	2	1	1	0	1	0	0	3	2	2	0	0	1	0	5	2	1	0	1	1	1	0	3	0	5	2	1	2	1	0	2	1	0	3	0
ASV10094	0	2	3	0	2	5	1	0	1	0	2	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	2	0	1	0	0	0	2	0	0	0	6	1	0	1	0	3	0	0	0	0	4	1	0	0	0	5	4	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV10095	4	1	1	1	1	0	2	2	0	2	1	0	0	0	0	0	0	1	1	1	1	0	1	0	2	0	2	1	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	3
ASV10096	0	0	0	1	1	3	0	1	4	1	2	0	0	0	1	1	0	1	2	0	0	1	0	1	0	0	0	2	0	2	1	1	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	2	2
ASV10097	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	4	0	2	0	7	6	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	1	0	0	0
ASV10098	1	1	0	1	1	0	0	1	2	3	0	2	2	2	0	0	0	0	0	1	0	0	0	3	0	1	3	0	1	1	0	1	2	0	2	1	2	0	1	1	2	0	3	1	1	0	3	4	1	4	0	2	2	0	4	0	2	0	0	1	0	0	1	0	1	0	2	0
ASV10099	0	0	0	1	1	0	1	0	0	2	1	2	1	0	1	0	4	2	0	3	1	0	0	1	0	2	1	3	0	0	0	0	0	0	0	1	0	1	0	3	2	0	1	1	1	1	0	0	0	0	0	1	2	4	1	2	0	1	0	1	0	2	0	1	0	0	1	0
ASV101	226	64	90	83	21	115	98	322	77	83	49	20	94	61	9	99	14	74	168	43	91	76	13	110	10	35	47	111	23	147	58	28	7	158	49	15	4	96	94	36	90	74	1	118	47	209	34	1	108	2	1	80	19	40	116	96	121	23	65	80	6	53	106	23	63	18	129	90
ASV1010	18	15	17	25	13	7	6	18	11	8	5	16	26	13	12	16	13	12	16	2	12	3	5	17	14	11	16	8	15	8	6	22	6	9	8	10	6	11	18	13	9	8	0	12	7	11	5	2	35	9	0	14	13	7	10	1	8	12	13	8	6	8	13	7	6	12	6	18
ASV10100	1	1	0	0	0	0	1	1	2	0	0	0	1	1	1	0	0	1	2	0	2	0	3	1	0	3	4	0	2	1	2	1	2	1	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
ASV10101	0	1	0	0	3	2	0	2	2	2	0	1	3	0	1	0	0	0	3	1	2	1	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0	2	2	1	3	0	0	0	2	1	1	0	2	1	0	1	0	1	0	1	0	0	2	0	0	1	0	1	4	1	1	1
ASV10102	0	0	0	0	1	1	0	1	0	0	1	5	1	2	1	2	0	1	1	0	1	0	0	0	0	3	0	0	5	0	1	0	1	4	0	0	2	0	2	0	0	0	0	0	1	0	3	3	1	0	0	0	2	1	1	0	1	3	2	3	0	0	0	1	0	0	3	0
ASV10103	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	5	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	2	3	3	0	1	9	0	0	0	2	0	4	4	0	0	0	1	1	0	0	0	0	1	3	1	0	1	0	0	1	0	0	0
ASV10104	0	3	1	2	0	2	3	0	0	0	1	1	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	1	0	0	0	0	0	1	6	0	2	0	0	0	0	0	0	1	0	0	0
ASV10105	0	0	1	1	0	3	1	0	0	1	1	2	1	4	7	1	0	1	2	2	1	0	1	6	1	4	1	2	3	0	0	1	0	0	0	1	2	0	0	10	5	2	0	0	1	1	4	6	5	0	0	0	2	1	2	0	3	3	2	1	0	1	1	2	2	0	1	0
ASV10106	1	0	0	0	1	1	0	5	0	2	0	0	0	0	2	2	0	3	4	0	0	1	2	0	2	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	3	4	3	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	2	0
ASV10107	0	0	1	1	0	1	0	2	0	0	1	4	0	0	0	0	1	3	2	0	0	2	0	1	0	0	0	1	0	2	2	1	0	2	0	1	0	1	2	2	0	1	0	4	2	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	3	0	0	2	1	2	0
ASV10109	1	0	1	1	0	1	0	0	0	0	2	1	3	2	0	0	0	0	0	2	0	2	0	0	1	0	1	0	1	0	0	0	0	2	1	1	0	0	1	0	0	0	1	0	0	0	0	1	5	12	0	0	1	6	1	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV1011	1	1	0	2	2	1	1	170	0	9	0	3	6	6	0	13	0	2	0	0	1	0	2	1	6	9	14	2	4	111	1	0	0	1	0	2	1	0	2	2	248	3	4	0	3	0	0	10	1	3	0	2	8	1	7	0	0	5	1	1	0	2	1	0	152	3	0	14
ASV10110	0	0	1	0	0	0	2	0	0	0	2	2	0	3	0	0	0	0	1	1	4	1	1	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	1	0	5	0	1	0	2	0	0	1	0	0	1	1	1	3	1	1	0	0	0	0	0	0	1	3	2	1	7
ASV10111	1	0	1	3	1	0	2	0	0	0	0	1	3	0	0	0	4	0	0	0	0	0	0	1	1	1	0	1	0	1	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	3	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	1
ASV10112	1	1	0	0	1	3	3	4	2	0	2	2	0	2	1	0	1	0	1	0	0	2	0	0	0	0	1	1	0	2	4	1	0	0	0	1	1	0	3	1	0	2	0	0	2	1	1	0	1	6	0	0	0	2	7	1	3	1	0	5	2	1	0	2	0	0	1	3
ASV10113	2	0	1	0	1	0	0	1	1	0	1	2	0	0	0	0	0	1	1	0	0	3	0	1	1	0	0	3	4	1	2	1	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0
ASV10114	1	0	3	0	0	0	1	1	0	0	1	2	1	0	0	0	0	0	1	1	2	1	0	2	0	2	1	0	2	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	2	1	1	2	1	1	0	0	1	0	8	0	0	0	1	0	1
ASV10115	4	0	1	1	2	0	1	0	1	1	0	3	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	2	1	0	3	0	0	1	0	0	0	2	0	1	0
ASV10116	0	3	1	0	1	0	1	3	0	1	1	5	3	2	0	2	1	0	1	1	0	1	1	4	0	0	0	0	1	1	1	0	1	4	0	0	0	0	0	0	1	0	0	2	2	1	0	0	1	0	0	1	2	0	0	1	0	1	2	3	0	0	4	1	0	1	1	0
ASV10117	1	0	2	2	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	1	0	2	0	0	0	2	0	2	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	2	0	2	0	1	2	0	0	0	0	0
ASV10118	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	3	1	1	0	0	0	1	0	1	0	0	1	0	0	2	1	0	1	0	1	0	0	1	3	3	0	1	0	0	5	0	2	0	1	3	1	0	2	0	0	2	2	0	4	0	0	2	1	1	2
ASV10119	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	3	0	4	0	7	1	1	1	0	0	0	1	1	3	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	3	0	0	4	0	1	0	5	0	0	0	0	0	1	0	0
ASV1012	9	4	3	7	4	2	14	16	11	30	7	12	7	5	21	16	4	22	17	18	12	7	18	21	4	13	15	5	5	8	14	14	9	4	1	21	9	5	6	13	13	16	28	2	11	5	17	50	8	3	0	12	8	4	6	11	5	27	8	13	10	28	3	5	10	17	5	7
ASV10120	3	1	0	0	0	5	0	1	1	0	1	3	3	5	1	0	0	0	2	0	2	0	0	0	0	0	0	1	2	0	0	1	2	1	1	0	0	1	2	2	0	1	0	0	0	3	1	0	2	5	0	1	0	1	10	0	4	3	0	3	2	0	2	2	0	2	2	3
ASV10121	2	0	1	1	0	3	1	1	0	1	0	0	2	3	0	0	0	0	0	0	1	4	0	2	3	1	0	4	6	1	0	0	0	1	0	0	3	2	1	1	1	3	1	0	1	0	2	0	8	6	0	4	1	5	5	2	3	1	2	1	0	4	1	4	1	1	2	2
ASV10122	5	1	0	2	1	0	0	0	2	2	0	1	0	0	2	0	1	2	5	1	0	0	7	1	0	0	0	0	0	0	2	2	0	1	4	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	2	0	4	0	1	0	1	0	0	3	3	1	0
ASV10123	0	2	0	0	6	1	0	0	0	0	2	4	0	1	1	0	1	1	3	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	2	0	1	0	1	0	0	1	1	1	1	2	1	1	0	0	0	0	0	0	2	0	0	1	0	1	2	3	0	1	0	0
ASV10124	0	1	4	2	1	2	0	0	0	1	1	0	0	0	2	0	3	1	0	0	0	6	2	0	2	0	1	1	0	2	1	0	0	0	0	0	3	0	0	1	1	2	1	4	0	0	2	0	0	2	0	0	0	1	0	2	0	0	0	0	0	1	0	3	0	1	0	0
ASV10125	0	1	0	1	0	0	1	0	0	1	1	2	8	3	0	0	0	0	1	0	2	1	1	3	0	1	2	1	0	1	2	2	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	1	3	0	0	1	0	1	1	0	5	0	0	0	0	1	1	2	1	0	9	0
ASV10126	1	0	0	2	0	0	1	0	4	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	3	0	0	0	0	2	3	0	2	1	0	2	1	0	0	0	0	0	1	2	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1
ASV10127	0	1	2	0	1	0	0	0	0	1	1	0	0	0	0	4	1	1	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	1	2	1	0	0	0	1	0	2	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	2	2	0	0	0	1	2
ASV10128	4	0	1	1	0	1	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	1	1	0	0	2	0	0	0	1	1	0	2	0	1
ASV10129	2	6	0	1	0	2	0	1	0	1	0	1	0	0	2	0	2	3	0	3	3	3	5	1	1	0	0	0	1	3	0	1	0	0	0	0	0	0	2	0	0	2	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	1	1	0	4	1
ASV1013	35	8	0	12	3	17	14	2	13	3	9	13	54	22	3	4	12	6	10	20	22	5	3	15	5	4	9	12	50	40	1	8	17	2	4	12	15	14	21	11	6	39	7	7	4	16	1	4	65	51	0	24	18	3	24	5	6	5	9	5	14	6	15	9	14	6	6	20
ASV10130	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	3	0	1	0	2	1	0	0	1	0	0	1	3	0	0	0	0	0	1	0	2	1	0	4	0	2	0	0	0	0	2	0	2	1	0	0	1	0	3	4	3	0	5	0	0	0	0	0	2
ASV10131	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	2	0	1	0	0	0	0	2	1	0	0	0	5	0	0	0	1	9	2	0	0	0	0	10	1	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	3	0	0	2
ASV10132	1	4	0	0	3	0	0	1	0	0	0	3	0	0	0	1	1	4	3	0	1	0	0	2	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	2	0	0	1	1	3	4	2	0	0	0	0	0	0	4	1	0	0	2	0	4	0	0	0	0	1	0	4	2
ASV10133	0	0	1	2	0	1	1	5	0	0	1	0	0	0	0	0	0	1	1	0	1	1	3	0	1	3	1	0	0	2	1	2	0	1	1	1	3	2	0	0	2	1	2	0	2	0	2	1	0	0	0	0	4	1	0	1	0	1	2	2	0	3	0	0	2	0	1	0
ASV10134	1	0	0	0	1	2	1	0	1	0	1	0	1	1	0	1	3	0	0	1	5	0	0	0	1	2	2	5	2	3	1	0	0	0	2	0	0	0	1	0	0	1	0	1	1	4	1	0	2	0	0	0	0	0	2	2	0	0	0	2	0	0	0	1	0	0	1	0
ASV10135	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	5	0	1	2	1	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	1	0	1	0	0	2	0	3	1	0	0	0	0	0	0	1
ASV10136	1	1	0	2	0	0	1	2	1	0	1	0	1	1	2	0	1	0	1	0	3	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	2	0	0	1	0	2	0	0	1	2	1	1	0	0	0	1	0	0	0	3	0	0	2	0	4
ASV10137	5	1	2	1	1	1	4	0	1	2	0	2	2	4	1	1	3	0	1	0	3	1	4	1	0	0	1	1	1	3	0	1	0	0	3	0	1	0	1	1	2	3	0	1	0	0	0	1	1	4	0	1	1	2	3	2	1	2	0	0	1	2	3	2	0	1	2	1
ASV10138	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	4	0	0	0	0	0	3	0	3	1	0	0	0	0	0	0	3	0	0	1	0	0	1	3	0	0	1	0	0	6	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	1	0
ASV10139	0	0	4	0	0	0	0	8	0	0	0	0	0	2	1	0	1	1	0	0	1	0	2	0	0	0	3	0	0	0	0	1	0	2	0	0	2	0	0	1	5	0	3	3	1	0	1	3	0	4	0	0	2	1	0	0	0	0	2	1	0	0	1	0	1	1	0	0
ASV1014	3	0	0	5	0	2	2	15	2	26	0	2	2	4	5	4	2	13	38	12	10	1	21	21	0	12	25	1	0	0	6	23	7	2	0	21	6	15	1	5	35	7	28	3	6	0	13	51	0	13	0	7	44	2	2	2	4	27	15	61	3	24	0	4	15	40	0	3
ASV10140	4	1	1	3	2	4	1	3	4	3	0	0	3	1	1	0	3	1	1	2	0	0	2	1	1	1	0	1	1	2	0	2	0	0	2	0	0	1	2	4	0	4	0	2	0	3	0	0	0	0	0	3	2	0	2	2	0	2	0	0	2	0	1	1	1	3	1	0
ASV10141	1	2	5	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	2	0	0	1	0	0	0	1	1	0	2	1	0	1	1	2	1	1	1	0	0	1	1	0	0	0	0	1	3	0	0	0	2	0	1	0	0	1	0	0	0	1	2	0	0	0	0
ASV10142	0	0	0	0	0	0	1	0	3	1	0	3	1	0	2	2	0	2	1	1	0	0	0	0	0	0	0	1	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	1	1	4	0	1	0	3	1	0	0	0	1	0	6	0
ASV10143	0	2	2	0	1	0	0	0	2	0	6	3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	0	0	0	0	1	0	0	4	0	0	1	0	0	1	4	0	2	0	0	6	1	0	1	1	1	2	0	3	0	1	2	0	1	2	3	0	1	2	0
ASV10144	0	2	0	1	1	1	0	1	0	0	0	0	3	3	0	0	2	0	0	0	1	0	0	2	0	0	2	1	0	1	3	3	0	2	1	1	0	2	1	2	2	0	0	0	2	0	0	0	2	1	0	2	0	1	0	1	0	0	1	0	0	1	3	2	1	0	1	0
ASV10145	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	2	2	0	0	0	1	2	0	0	1	0	0	0	0	1	0	2	0	0	2	1	4	0	0	0	7	0	1	0	0	1	2	0	1	0	0	1	0	2	0	0	0	0	1
ASV10146	1	0	0	1	0	1	0	0	0	0	0	4	2	1	0	0	2	1	0	0	0	0	0	1	0	0	0	2	2	0	1	1	2	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	1	0	0	2	0	0	4	0	0	0	0	0	0	1	0	0	3
ASV10147	0	1	1	0	3	2	0	0	1	0	0	1	5	1	0	1	0	0	1	0	0	0	0	1	0	1	0	2	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	1	0	1	1	0	0	2	0	4	2	0	0	0	0	1	0	0	1	3	0	0	5	0
ASV10148	0	0	0	1	0	2	2	0	0	4	3	0	0	0	3	0	2	0	0	1	3	0	5	0	0	1	1	2	1	0	4	0	0	1	0	0	0	1	0	1	1	3	3	0	4	0	3	0	2	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0
ASV10149	0	0	0	2	2	0	1	0	0	0	0	1	0	3	0	1	3	3	1	0	0	2	1	4	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	4	2	4	0	0	2	1	6	2	13	0	1	0	1	3	1	4	1	0	0	0	1	0	3	2	0	1	0
ASV1015	6	2	4	35	3	3	37	25	3	15	6	4	1	7	8	16	7	18	28	50	24	7	25	30	4	22	22	2	4	8	22	56	1	7	1	12	9	18	5	44	17	31	6	7	4	2	39	3	8	7	0	13	58	11	9	7	6	11	27	34	4	14	2	4	20	12	6	15
ASV10150	2	0	0	0	0	0	2	0	0	0	2	1	1	0	1	0	0	2	0	2	4	0	0	0	0	0	0	1	5	0	0	0	0	3	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	2	4	0	0	0	0
ASV10151	0	0	1	1	0	0	0	3	0	1	0	0	0	0	1	0	1	0	0	2	0	1	1	1	0	5	3	1	1	0	0	0	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	4	0	0	0	1	2	2	2	0	1	2	1	2	0	1	0	0	4	2	2	0
ASV10152	2	1	1	0	2	0	0	0	0	1	0	4	0	0	1	1	0	1	0	3	0	0	1	2	0	1	1	0	2	0	6	0	2	0	0	2	3	0	0	0	0	0	4	2	0	2	0	2	0	0	0	1	2	1	2	1	0	0	0	3	0	0	3	0	0	0	1	0
ASV10153	0	2	0	1	2	1	0	1	0	0	2	1	0	0	2	1	0	2	0	0	0	1	0	1	1	3	1	1	0	0	1	0	0	1	0	4	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	3	0	0
ASV10154	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	5	0	0	1	0	0	1	0	0	1	0	1	0	0	3	0	0	1	1	2	0	1	0
ASV10155	0	1	0	0	4	2	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	1	0	0	3	1	3	0	0	0	1	0	1	1	1	2	1	0	1	1	0	0	0	0	5	0	0	1	1	1	2	0	0	2	1	0	1	0	0	1	1	0	1
ASV10156	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	16	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV10157	0	2	0	0	0	3	1	2	1	0	0	2	0	1	3	4	0	3	0	0	2	0	1	1	1	0	0	2	0	0	1	0	0	0	0	2	2	0	1	1	2	0	1	0	0	1	0	3	0	3	0	1	1	0	1	2	1	1	0	3	0	4	1	2	1	1	1	1
ASV10158	4	2	0	0	1	0	0	0	1	0	1	3	2	0	1	0	0	1	1	1	2	0	1	3	1	0	1	0	1	0	1	0	1	2	2	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	1	1	0	0	1	2	0	0	0	1	0	1	3	0	0	1	0	0
