	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV134	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV135	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV136	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
ASV137	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus chrysanthemi
ASV138	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV139	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
ASV140	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycocentrospora	NA
ASV141	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV142	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV143	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	NA
ASV144	Fungi	NA	NA	NA	NA	NA	NA
ASV145	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV146	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
ASV147	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	NA	NA	NA
ASV148	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV149	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV150	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
ASV151	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
ASV152	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
ASV153	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum hungaricum
ASV154	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV155	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sparticola	Sparticola forlicesenae
ASV156	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
ASV157	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV158	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV159	Fungi	NA	NA	NA	NA	NA	NA
ASV160	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	NA
ASV161	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	NA
ASV162	Fungi	Ascomycota	Leotiomycetes	Phacidiales	NA	NA	NA
ASV163	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV164	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	NA
ASV165	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV166	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
ASV167	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV168	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	NA	NA
ASV169	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
ASV170	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
ASV171	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
ASV172	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV173	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
ASV174	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV175	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV176	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	NA
ASV177	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	NA	NA	NA
ASV178	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV179	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Collariella	Collariella gracilis
ASV180	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula irregularis
ASV181	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	NA
ASV182	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	NA
ASV183	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	NA	NA
ASV184	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV185	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV186	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris microstegii
ASV187	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	NA
ASV188	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV189	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV190	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV191	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV192	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger
ASV193	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV194	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV195	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV196	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV197	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	NA
ASV198	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV199	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	NA	NA
ASV200	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV201	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
ASV202	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	NA	NA
ASV203	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV204	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
ASV205	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
ASV206	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV207	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus flavus
ASV208	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia caricae-papayae
ASV209	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV210	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV211	Fungi	NA	NA	NA	NA	NA	NA
ASV212	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe pediades
ASV213	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV214	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	NA
ASV215	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV216	Metazoa	Arthropoda	Arachnida	Araneae	Theraphosidae	Aphonopelma	Aphonopelma mojave
ASV217	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV218	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV219	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV220	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	NA
ASV221	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	Darksidea alpha
ASV222	Fungi	NA	NA	NA	NA	NA	NA
ASV223	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	NA
ASV224	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	NA	NA
ASV225	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	NA
ASV226	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
ASV227	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
ASV228	Fungi	Ascomycota	Dothideomycetes	Myriangiales	NA	NA	NA
ASV229	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	NA	NA	NA
ASV230	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	NA	NA
ASV231	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
ASV232	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV233	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	NA	NA
ASV234	Stramenopila	Ochrophyta	Phaeophyceae	Fucales	NA	NA	NA
ASV235	Fungi	Ascomycota	Eurotiomycetes	Mycocaliciales	Mycocaliciaceae	Mycocalicium	Mycocalicium victoriae
ASV236	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
ASV237	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	NA
ASV238	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
ASV239	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV240	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Aureobasidium pullulans
ASV241	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	NA
ASV242	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV243	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
ASV244	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	NA	NA
ASV245	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV246	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV247	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
ASV248	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV249	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
ASV250	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta canina
ASV251	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
ASV252	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV253	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA
ASV254	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora mirabilis
ASV255	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV256	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita pleropus
ASV257	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	Keissleriella quadriseptata
ASV258	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
ASV259	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV260	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	NA
ASV261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV262	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV263	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma pannonicum
ASV264	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
ASV265	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
ASV266	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	NA
ASV267	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
ASV268	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA
ASV269	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV270	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
ASV271	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV272	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	Acrophialophora levis
ASV273	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
ASV274	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV275	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV276	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
ASV277	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV278	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV279	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV280	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
ASV281	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
ASV282	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV283	Fungi	NA	NA	NA	NA	NA	NA
ASV284	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV285	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
ASV286	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	NA
ASV287	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV288	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Darksidea	NA
ASV289	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	NA
ASV290	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
ASV291	Fungi	NA	NA	NA	NA	NA	NA
ASV292	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV293	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
